model,pca_dim,n_train,n_test,accuracy,f1,auroc,ece,auprc,kernel_time_sec,svm_train_time_sec,total_runtime_sec
QSVM-fixed,4,300,100,0.7,0.6666666666666666,0.7135688478522682,0.09193005380037257,0.6987733806739597,280.2494342327118,0.004370927810668945,280.25380516052246
